structured_description;solution
Initially<act>receive invoice</act>. Later an invoice needs <act>check for mismatches</act>. The check may result in either of these three options. In case there are no mismatches, <act>post invoice</act>. If there are mismatches but these can be corrected, <act>send invoice</act>. Once one of these three activities is performed <act>park invoice</act> and the process completes.; <act> receive invoice </act> <act> check invoice for mismatches </act>  <path1><act> post invoice </act></path1><path2></path2> <act> park invoice </act>
Initially<act>receive invoice</act>. Later an invoice needs <act>check for mismatches</act>. The check may result in either of these three options. If there are no mismatches, <act>post invoice</act>. If there are mismatches but these can be corrected, <act>send invoice</act>. Once one of these three activities is performed <act>park invoice</act> and the process completes.; <act> receive invoice </act> <act> check invoice for mismatches </act>  <path1><act> post invoice </act></path1><path2></path2> <act> park invoice </act>
Initially<act>receive invoice</act>. Later an invoice needs <act>check for mismatches</act>. The check may result in either of these three options. In case there are no mismatches, <act>post invoice</act>. If there are mismatches but these can be corrected, <act>send invoice</act>. Once one of these three activities is performed <act>park invoice</act> and the process completes.; <act> receive invoice </act> <act> check invoice for mismatches </act>  <path1><act> post invoice </act></path1><path2></path2> <act> park invoice </act>
Initially<act>receive invoice</act>. Afterwards, an invoice needs <act>check for mismatches</act>. The check may result in either of these three options. If there are no mismatches, <act>post invoice</act>. If there are mismatches but these can be corrected, <act>send invoice</act>. Once one of these three activities is performed <act>park invoice</act> and the process completes.; <act> receive invoice </act> <act> check invoice for mismatches </act>  <path1><act> post invoice </act></path1><path2></path2> <act> park invoice </act>
First<act>receive invoice</act>. Later an invoice needs <act>check for mismatches</act>. The check may result in either of these three options. If there are no mismatches, <act>post invoice</act>. If there are mismatches but these can be corrected, <act>send invoice</act>. Once one of these three activities is performed <act>park invoice</act> and the process completes.; <act> receive invoice </act> <act> check invoice for mismatches </act>  <path1><act> post invoice </act></path1><path2></path2> <act> park invoice </act>
The process starts when<act>approve loan application</act>. Before<act>send acceptance pack</act>, <act>be acceptance pack</act> . <act>include repayment schedule</act> which the customer needs to agree upon by <act>send signed documents</act>. <act>verify repayment agreement</act>. When<act>disagree with repayment schedule</act>, <act>cancel application</act>. If the applicant agreed, <act>approve application</act>. In either case, the process completes with <act>notify applicant</act>.; <act> approve loan application </act> <act> send acceptance pack </act> <act> prepare acceptance pack </act> <act> send signed documents back </act> <act> verify repayment agreement </act> <path1><act> cancel application </act></path1><path2><act> approve application </act></path2> <act> notify application status </act>
First<act>approve loan application</act>. Later<act>be </act> . Next<act>send acceptance pack</act>. <act>include repayment schedule</act> which the customer needs to agree upon by <act>send signed documents</act>. <act>verify repayment agreement</act>. If the applicant disagreed with the repayment schedule, <act>cancel application</act>. Whenever the applicant agreed, <act>approve application</act>. In either case, the process completes with <act>notify applicant</act>.; <act> approve loan application </act> <act> prepare acceptance pack </act> <act> send acceptance pack </act> <act> send signed documents back </act> <act> verify repayment agreement </act> <path1><act> cancel application </act></path1><path2><act> approve application </act></path2> <act> notify application status </act>
The process starts when<act>approve loan application</act>. Before<act>send acceptance pack</act>, <act>be acceptance pack</act> . <act>include repayment schedule</act> which the customer needs to agree upon by <act>send signed documents</act>. <act>verify repayment agreement</act>. When<act>disagree with repayment schedule</act>, <act>cancel application</act>. If the applicant agreed, <act>approve application</act>. In either case, the process completes with <act>notify applicant</act>.; <act> approve loan application </act> <act> send acceptance pack </act> <act> prepare acceptance pack </act> <act> send signed documents back </act> <act> verify repayment agreement </act> <path1><act> cancel application </act></path1><path2><act> approve application </act></path2> <act> notify application status </act>
First<act>approve loan application</act>. Before<act>send acceptance pack</act>, <act>be acceptance pack</act> . <act>include repayment schedule</act> which the customer needs to agree upon by <act>send signed documents</act>. <act>verify repayment agreement</act>. If the applicant disagreed with the repayment schedule, <act>cancel application</act>. If the applicant agreed, <act>approve application</act>. In either case, the process completes with <act>notify applicant</act>.; <act> approve loan application </act> <act> send acceptance pack </act> <act> prepare acceptance pack </act> <act> send signed documents back </act> <act> verify repayment agreement </act> <path1><act> cancel application </act></path1><path2><act> approve application </act></path2> <act> notify application status </act>
First<act>approve loan application</act>. Before<act>send acceptance pack</act>, <act>be acceptance pack</act> . <act>include repayment schedule</act> which the customer needs to agree upon by <act>send signed documents</act>. <act>verify repayment agreement</act>. In case the applicant disagreed with the repayment schedule, <act>cancel application</act>. If the applicant agreed, <act>approve application</act>. In either case, the process completes with <act>notify applicant</act>.; <act> approve loan application </act> <act> send acceptance pack </act> <act> prepare acceptance pack </act> <act> send signed documents back </act> <act> verify repayment agreement </act> <path1><act> cancel application </act></path1><path2><act> approve application </act></path2> <act> notify application status </act>
First<act>receive boarding pass</act>. Afterwards, passengers proceed to the security check. Here they need <act>pass personal security screening and luggage screening</act>. Next<act>proceed to departure level</act>.; <act> receive boarding pass </act> <act> proceed to security check </act> <act> pass personal and luggage screening </act> <act> proceed to departure level </act>
First<act>receive boarding pass</act>. Later<act>proceed to security check</act>. Here they need <act>pass personal security screening and luggage screening</act>. Later<act>proceed to departure level</act>.; <act> receive boarding pass </act> <act> proceed to security check </act> <act> pass personal and luggage screening </act> <act> proceed to departure level </act>
First<act>receive boarding pass</act>. <act>proceed to security check</act>. Here they need <act>pass personal security screening and luggage screening</act>. Next,<act>proceed to departure level</act>.; <act> receive boarding pass </act> <act> proceed to security check </act> <act> pass personal and luggage screening </act> <act> proceed to departure level </act>
The process starts when<act>receive boarding pass</act>. In the next step,<act>proceed to security check</act>. Here they need <act>pass personal security screening and luggage screening</act>. Afterwards, they can proceed to the departure level.; <act> receive boarding pass </act> <act> proceed to security check </act> <act> pass personal and luggage screening </act> <act> proceed to departure level </act>
Initially<act>receive boarding pass</act>. In the next step,<act>proceed to security check</act>. Here they need <act>pass personal security screening and luggage screening</act>. Thereafter<act>proceed to departure level</act>.; <act> receive boarding pass </act> <act> proceed to security check </act> <act> pass personal and luggage screening </act> <act> proceed to departure level </act>
<act>approve loan application</act> if A loan application passes two checks. The process starts when<act>assess loan risk of application</act>. This is done automatically by a system. <act>approve appraisal of property</act> . This is carried out by a property appraiser. The risk assessment requires <act>perform credit history check on applicant</act>, which is performed by a financial officer. Once<act>perform both loan risk assessment and property appraisal</act>, <act>assess eligibility of applicant</act>. If the applicant is not eligible, <act>reject application</act>. <act>send acceptance pack</act>.;  <act> assess loan risk </act>  <act> approve appraisal of the property </act>  <act> perform credit history check </act> <act> assess eligibility of the applicant </act> <path1><act> reject application </act></path1><path2><act> send acceptance pack </act></path2>
<act>approve loan application</act> if A loan application passes two checks. The process starts when<act>assess loan risk of application</act>. This is done automatically by a system. Subsequently<act>approve appraisal of property</act> . This is carried out by a property appraiser. After that,<act>require </act> <act>perform credit history check on applicant</act>, which is performed by a financial officer. Once<act>perform both loan risk assessment and property appraisal</act>, <act>assess eligibility of applicant</act>. Whenever the applicant is not eligible, <act>reject application</act>. <act>send acceptance pack</act>.;  <act> assess loan risk </act>  <act> approve appraisal of the property </act>  <act> perform credit history check </act> <act> assess eligibility of the applicant </act> <path1><act> reject application </act></path1><path2><act> send acceptance pack </act></path2>
<act>approve loan application</act> if A loan application passes two checks. First<act>assess loan risk of application</act>. This is performed by a system automatically. Next,<act>approve appraisal of property</act> . This is carried out by a property appraiser. Subsequently<act>require </act> <act>perform credit history check on applicant</act>, which is performed by a financial officer. Once<act>perform both loan risk assessment and property appraisal</act>, <act>assess eligibility of applicant</act>. If the applicant is not eligible, <act>reject application</act>. <act>send acceptance pack</act>.;  <act> assess loan risk </act>  <act> approve appraisal of the property </act>  <act> perform credit history check </act> <act> assess eligibility of the applicant </act> <path1><act> reject application </act></path1><path2><act> send acceptance pack </act></path2>
<act>approve loan application</act> if A loan application passes two checks. First<act>assess loan risk of application</act>. This is performed by a system automatically. After that,<act>approve appraisal of property</act> . This is carried out by a property appraiser. Next, the risk assessment requires <act>perform credit history check on applicant</act>, which is performed by a financial officer. Once<act>perform both loan risk assessment and property appraisal</act>, <act>assess eligibility of applicant</act>. In case the applicant is not eligible, <act>reject application</act>. <act>send acceptance pack</act>.;  <act> assess loan risk </act>  <act> approve appraisal of the property </act>  <act> perform credit history check </act> <act> assess eligibility of the applicant </act> <path1><act> reject application </act></path1><path2><act> send acceptance pack </act></path2>
<act>approve loan application</act> if A loan application passes two checks. First<act>assess loan risk of application</act>. This is done automatically by a system. After that,<act>approve appraisal of property</act> . This is carried out by a property appraiser. In the next step,<act>require next step</act> <act>perform credit history check on applicant</act>, which is performed by a financial officer. Once<act>perform both loan risk assessment and property appraisal</act>, <act>assess eligibility of applicant</act>. If the applicant is not eligible, <act>reject application</act>. <act>send acceptance pack</act>.;  <act> assess loan risk </act>  <act> approve appraisal of the property </act>  <act> perform credit history check </act> <act> assess eligibility of the applicant </act> <path1><act> reject application </act></path1><path2><act> send acceptance pack </act></path2>
A company has two warehouses that store different products: amsterdam and hamburg. First<act>receive order</act>. Then<act>distribute order</act>. If some of the relevant products are maintained in Amsterdam, a sub-order is sent there. If likewise, if some relevant products are maintained in Hamburg, a sub-order is sent there. Later <act>register order</act> and the process completes.;  <act> receive order </act> <act> distribute order </act> <path1><act> send sub-order </act></path1><path2><act> send sub-order </act></path2> <act> register order </act>
A company has two warehouses that store different products: amsterdam and hamburg. Initially<act>receive order</act>. Next,<act>distribute order</act>. If some of the relevant products are maintained in Amsterdam, a sub-order is sent there. If likewise, if some relevant products are maintained in Hamburg, a sub-order is sent there. Then <act>register order</act> and the process completes.;  <act> receive order </act> <act> distribute order </act> <path1><act> send sub-order </act></path1><path2><act> send sub-order </act></path2> <act> register order </act>
A company has two warehouses that store different products: amsterdam and hamburg. Initially<act>receive order</act>. <act>distribute order</act>. If some of the relevant products are maintained in Amsterdam, a sub-order is sent there. If likewise, if some relevant products are maintained in Hamburg, a sub-order is sent there. <act>register order</act> and the process completes.;  <act> receive order </act> <act> distribute order </act> <path1><act> send sub-order </act></path1><path2><act> send sub-order </act></path2> <act> register order </act>
A company has two warehouses that store different products: amsterdam and hamburg. The process starts when<act>receive order</act>. In the next step,<act>distribute process</act>. In case some of the relevant products are maintained in Amsterdam, a sub-order is sent there. Whenever likewise, if some relevant products are maintained in Hamburg, a sub-order is sent there. <act>register order</act> and the process completes.;  <act> receive order </act> <act> distribute order </act> <path1><act> send sub-order </act></path1><path2><act> send sub-order </act></path2> <act> register order </act>
A company has two warehouses that store different products: amsterdam and hamburg. The process starts when<act>receive order</act>. Subsequently<act>distribute process</act>. If some of the relevant products are maintained in Amsterdam, a sub-order is sent there. If likewise, if some relevant products are maintained in Hamburg, a sub-order is sent there. Next, <act>register order</act> and the process completes.;  <act> receive order </act> <act> distribute order </act> <path1><act> send sub-order </act></path1><path2><act> send sub-order </act></path2> <act> register order </act>
If the product requested is not in stock, the product requested needs to be manufactured before the order handling can continue. <act>retrieve product</act> . Initially<act>confirm order</act>. For example, a computer is used for this. Then the process continues normally.; <path1><act> manufacture product </act></path1><path2><act> retrieve product from the warehouse </act></path2> <act> confirm order </act>  
If the product requested is not in stock, the product requested needs to be manufactured before the order handling can continue. <act>retrieve product</act> . First<act>confirm order</act>. For example, a computer is used for this. The process continues normally.; <path1><act> manufacture product </act></path1><path2><act> retrieve product from the warehouse </act></path2> <act> confirm order </act>  
In case the product requested is not in stock, the product requested needs to be manufactured before the order handling can continue. <act>retrieve product requested</act> . First<act>confirm order</act>. For example, a computer is used for this. The process continues normally.; <path1><act> manufacture product </act></path1><path2><act> retrieve product from the warehouse </act></path2> <act> confirm order </act>  
If the product requested is not in stock, the product requested needs to be manufactured before the order handling can continue. <act>retrieve product</act> . First<act>confirm order</act>. This is for instance done on a computer. Thereafter the process continues normally.; <path1><act> manufacture product </act></path1><path2><act> retrieve product from the warehouse </act></path2> <act> confirm order </act>  
If the product requested is not in stock, the product requested needs to be manufactured before the order handling can continue. <act>retrieve product</act> . Initially<act>confirm order</act>. For example, a computer is used for this. Subsequently the process continues normally.; <path1><act> manufacture product </act></path1><path2><act> retrieve product from the warehouse </act></path2> <act> confirm order </act>  
To manufacture a product, the required raw materials have <act>order </act>. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . Next<act>confirm order</act>.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>
To manufacture a product, the required raw materials have <act>order </act>. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . In the next step,<act>confirm order</act>.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>
To manufacture a product, the required raw materials have <act>order </act>. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . Then<act>confirm order</act>.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>
To manufacture a product, the required raw materials have <act>order </act>. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . Thereafter<act>confirm order</act>.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>
To manufacture a product, the required raw materials have <act>order </act>. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . Next,<act>confirm order</act>.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>
A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of <act>submit loan application</act>. If the application is interested in a home insurance plan , <act>send home insurance quote</act>. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>
A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of <act>submit loan application</act>. If the application is interested in a home insurance plan , <act>send home insurance quote</act>. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>
A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of <act>submit loan application</act>. If the application is interested in a home insurance plan , <act>send home insurance quote</act>. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>
A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of <act>submit loan application</act>. If the application is interested in a home insurance plan , <act>send home insurance quote</act>. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>
A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of <act>submit loan application</act>. Whenever the application is interested in a home insurance plan , <act>send home insurance quote</act>. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>
The process starts when<act>receive loan application</act>. Before proceeding with its assessment, the application itself needs <act>check </act>. If the application is incomplete, <act>fill out missing information</act> . Next the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> 
Initially<act>receive loan application</act>. Before proceeding with its assessment, the application itself needs <act>check </act>. If the application is incomplete, <act>fill out missing information</act> . Next the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> 
The process starts when<act>receive loan application</act>. Before proceeding with its assessment, the application itself needs <act>check </act>. In case the application is incomplete, <act>fill out missing information</act> . Subsequently the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> 
First<act>receive loan application</act>. Before proceeding with its assessment, the application itself needs <act>check </act>. Whenever the application is incomplete, <act>fill out missing information</act> . Next the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> 
The process starts when<act>receive loan application</act>. Before proceeding with its assessment, the application itself needs <act>check </act>. In case the application is incomplete, <act>fill out missing information</act> . Subsequently the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> 
<act>carry out order fulfillment process</act> which includes two departments: the sales department and the warehouse & distribution department. Initially<act>check purchase order received by warehouse distribution</act>. <act>carry out operation</act>. <act>complete process</act>.;  <act> check purchase order against stock </act>   <path1><act> retrieve product from warehouse </act></path1><path2><act> check raw materials availability </act></path2> <act> wait for payment </act> <act> emit invoice </act> <act> ship product </act> <act> archive order </act>
<act>carry out order fulfillment process</act> which includes two departments: the sales department and the warehouse & distribution department. Initially<act>check purchase order received by warehouse distribution</act>. <act>carry out operation</act>. <act>complete process</act>.;  <act> check purchase order against stock </act>   <path1><act> retrieve product from warehouse </act></path1><path2><act> check raw materials availability </act></path2> <act> wait for payment </act> <act> emit invoice </act> <act> ship product </act> <act> archive order </act>
<act>carry out order fulfillment process</act> which includes two departments: the sales department and the warehouse & distribution department. The process starts when<act>check purchase order received by warehouse distribution</act>. <act>carry out operation</act>. <act>complete process</act>.;  <act> check purchase order against stock </act>   <path1><act> retrieve product from warehouse </act></path1><path2><act> check raw materials availability </act></path2> <act> emit invoice </act> <act> wait for payment </act> <act> ship product </act> <act> archive order </act>
<act>carry out order fulfillment process</act> which includes two departments: the sales department and the warehouse & distribution department. First<act>check purchase order received by warehouse distribution</act>. <act>carry out operation</act>. <act>complete process</act>.;  <act> check purchase order against stock </act>   <path1><act> retrieve product from warehouse </act></path1><path2><act> check raw materials availability </act></path2> <act> emit invoice </act> <act> wait for payment </act> <act> ship product </act> <act> archive order </act>
<act>carry out order fulfillment process</act> which includes two departments: the sales department and the warehouse & distribution department. First<act>check purchase order received by warehouse distribution</act>. <act>carry out operation</act>. <act>complete process</act>.;  <act> check purchase order against stock </act>   <act> emit invoice </act> <act> confirm order </act> <act> wait for payment </act> <act> ship product </act> <act> archive order </act>
The process for <act>assess loan applications</act> is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. First<act>take care</act> <act>check credit history of applicant</act>. Before<act>send home insurance quote</act> if this is required, <act>be ithe property appraiser</act> appraising the property.;   <act> check credit history </act> <act> send home insurance quote </act> <act> appraise property </act>
The process for <act>assess loan applications</act> is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. First<act>take care</act> <act>check credit history of applicant</act>. Before<act>send home insurance quote</act> if this is required, <act>be ithe property appraiser</act> appraising the property.;   <act> check credit history </act> <act> send home insurance quote </act> <act> appraise property </act>
The process for <act>assess loan applications</act> is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. Initially<act>take care</act> <act>check credit history of applicant</act>. Before<act>send home insurance quote</act> if this is required, <act>be ithe property appraiser</act> appraising the property.;   <act> check credit history </act> <act> send home insurance quote </act> <act> appraise property </act>
The process for <act>assess loan applications</act> is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. The process starts when the financial officer takes care of <act>check credit history of applicant</act>. After<act>be ithe property appraiser</act> appraising the property, <act>send home insurance quote</act> if this is required.;   <act> check credit history </act> <act> appraise property </act> <act> send home insurance quote </act>
The process for <act>assess loan applications</act> is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. First<act>take care</act> <act>check credit history of applicant</act>. Before<act>send home insurance quote</act> if this is required, <act>be ithe property appraiser</act> appraising the property.;   <act> check credit history </act> <act> send home insurance quote </act> <act> appraise property </act>
The process for handling downpayments starts when<act>approve request for payment</act>. The process for handling downpayments involves <act>enter downpayment request</act>. Then<act>pay request</act> . Before<act>clear vendor line items</act>, <act>emit direct invoice</act>. <act>result clearing of vendor line items</act>. <act>process arrears</act>. <act>pay remaining balance</act>. For example, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> clear vendor line items </act> <act> emit direct invoice </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> 
The process for handling downpayments starts when<act>approve request for payment</act>. The process for handling downpayments involves <act>enter downpayment request</act>. Then<act>pay request</act> . Before<act>clear vendor line items</act>, <act>emit direct invoice</act>. <act>result clearing of vendor line items</act>. <act>process arrears</act>. <act>pay remaining balance</act>. For instance, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> clear vendor line items </act> <act> emit direct invoice </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> 
The process for handling downpayments starts when<act>approve request for payment</act>. The process for handling downpayments involves <act>enter downpayment request</act>. Later<act>pay request</act> . Before<act>clear vendor line items</act>, <act>emit direct invoice</act>. <act>result clearing of vendor line items</act>. <act>process arrears</act>. <act>pay remaining balance</act>. For example, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> clear vendor line items </act> <act> emit direct invoice </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> 
The process for handling downpayments starts when<act>approve request for payment</act>. The process for handling downpayments involves <act>enter downpayment request</act>. Next,<act>pay request</act> . After<act>emit direct invoice</act>, <act>clear vendor line items</act>. <act>result clearing of vendor line items</act>. <act>process arrears</act>. <act>pay remaining balance</act>. For instance, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> emit direct invoice </act> <act> clear vendor line items </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> 
The process for handling downpayments starts when<act>approve request for payment</act>. The process for handling downpayments involves <act>enter downpayment request</act>. Then<act>pay request</act> . Before<act>clear vendor line items</act>, <act>emit direct invoice</act>. <act>result clearing of vendor line items</act>. <act>process arrears</act>. <act>pay remaining balance</act>. For example, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> clear vendor line items </act> <act> emit direct invoice </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> 
The process starts when<act>receive new credit request</act>. After that,<act>assess risk</act>. In case the risk is above a threshold, an advanced risk assessment needs <act>carry out </act>. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, <act>notify customer</act> . Thereafter<act>organize disbursement</act>. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> 
The process starts when<act>receive new credit request</act>. <act>assess risk</act>. If the risk is above a threshold, an advanced risk assessment needs <act>carry out </act>. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, <act>notify customer</act> . Thereafter<act>organize disbursement</act>. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> 
First<act>receive new credit request</act>. <act>assess risk</act>. If the risk is above a threshold, an advanced risk assessment needs <act>carry out </act>. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, <act>notify customer</act> . Next<act>organize disbursement</act>. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> 
The process starts when<act>receive new credit request</act>. Thereafter<act>assess risk</act>. If the risk is above a threshold, an advanced risk assessment needs <act>carry out </act>. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, <act>notify customer</act> . Thereafter<act>organize disbursement</act>. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> 
The process starts when<act>receive new credit request</act>. After that,<act>assess risk</act>. Whenever the risk is above a threshold, an advanced risk assessment needs <act>carry out </act>. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, <act>notify customer</act> . After that,<act>organize disbursement</act>. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> 
First<act>evict tenant</act>.; <act> evict tenant </act>
The process starts when<act>evict tenant</act>.; <act> evict tenant </act>
The process starts when<act>evict tenant</act>.; <act> evict tenant </act>
First<act>evict tenant</act>.; <act> evict tenant </act>
The process starts when<act>evict tenant</act>.; <act> evict tenant </act>
The process starts when a process needs <act>start </act> in order to hold a hearing . This is done <act>assess amount of compensation</act> <act>owe owner of premises</act>. This process starts when<act>receive request for compensation</act>. In the next step,<act>retrieve file for particular premises</act> . Thereafter<act>thereafter</act> that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date <act>incur fees</act>. It may be <act>pay fees</act>, in which case <act>allocate hearing date</act> and the process completes. It may be that additional fees are required, but <act>pay fees</act>. , <act>proceed </act> allocating the hearing date.; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> allocate hearing date </act></path2>
First a process needs <act>start </act> in order to hold a hearing . This is done <act>assess amount of compensation</act> <act>owe owner of premises</act>. This process starts when<act>receive request for compensation</act>. Afterwards, the cashier retrieves the file for those particular premises . <act>check</act> that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date <act>incur fees</act>. It may be <act>pay fees</act>, in which case <act>allocate hearing date</act> and the process completes. It may be that additional fees are required, but <act>pay fees</act>. , <act>generate receipt for additional fees</act> .; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> generate receipt </act></path2>
First a process needs <act>start </act> in order to hold a hearing . This is done <act>assess amount of compensation</act> <act>owe owner of premises</act>. This process starts when<act>receive request for compensation</act>. <act>retrieve file for particular premises</act> . Next,<act>next</act> that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date <act>incur fees</act>. It may be <act>pay fees</act>, in which case <act>allocate hearing date</act> and the process completes. It may be that additional fees are required, but <act>pay fees</act>. , <act>generate receipt for additional fees</act> .; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> generate receipt </act></path2>
The process starts when a process needs <act>start </act> in order to hold a hearing . This is done <act>assess amount of compensation</act> <act>owe owner of premises</act>. This process starts when<act>receive request for compensation</act>. Thereafter<act>retrieve file</act> . Next,<act>next</act> that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date <act>incur fees</act>. It may be <act>pay fees</act>, in which case <act>allocate hearing date</act> and the process completes. It may be that additional fees are required, but <act>pay fees</act>. , <act>proceed </act> allocating the hearing date.; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> allocate hearing date </act></path2>
