;description;solution;id_description;clauses
239;If the product requested is not in stock, it needs to be manufactured before the order handling can continue. On the other hand, if the product is in stock, it is retrieved from the warehouse . Initially the order is confirmed. For example, a computer is used for this. Afterwards, the process continues normally.; <path1><act> manufacture product </act></path1><path2><act> retrieve product from the warehouse </act></path2> <act> confirm order </act>  ;239;['Iftheproductrequestedisnotinstock', 'Itneeds', 'To be manufactured', 'Before the order handling can continue', 'On the other hand  it is retrieved from the warehouse', 'If the product is in stock', 'Initially the order is confirmed', 'For example a computer is used for this', 'Afterwards the process continues normally']
240;To manufacture a product, the required raw materials have to be ordered. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . Thereafter the order can be confirmed.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>;240;['To manufacture a product', 'The required raw materials have', 'To be ordered', 'Ordering always takes a couple of months', 'Two preferred suppliers provide different types of raw material', 'Depending on the product  raw materials may be ordered from either supplier 1 or supplier 2 or from both', 'To be manufactured', 'Once the raw materials are available', 'The product can be manufactured', 'Thereafter the order can be confirmed']
241;To manufacture a product, the required raw materials have to be ordered. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . Later the order can be confirmed.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>;241;['To manufacture a product', 'The required raw materials have', 'To be ordered', 'Ordering always takes a couple of months', 'Two preferred suppliers provide different types of raw material', 'Depending on the product  raw materials may be ordered from either supplier 1 or supplier 2 or from both', 'To be manufactured', 'Once the raw materials are available', 'The product can be manufactured', 'Later the order can be confirmed']
242;To manufacture a product, the required raw materials have to be ordered. Ordering always takes a couple of months. Two preferred suppliers provide different types of raw material. Depending on the product to be manufactured, raw materials may be ordered from either supplier 1 or supplier 2, or from both. Once the raw materials are available, the product can be manufactured . After that, the order can be confirmed.; <act> order required raw materials </act>    <act> manufacture product </act> <act> confirm order </act>;242;['To manufacture a product', 'The required raw materials have', 'To be ordered', 'Ordering always takes a couple of months', 'Two preferred suppliers provide different types of raw material', 'Depending on the product  raw materials may be ordered from either supplier 1 or supplier 2 or from both', 'To be manufactured', 'Once the raw materials are available', 'The product can be manufactured', 'After that the order can be confirmed']
243;A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of submitting their loan application to the loan provider. If the application is interested in a home insurance plan , the loan provider may send a home insurance quote. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>;243;['A loan application may be coupled with a home insurance', 'Which is offered at discounted prices', 'The applicant may express their interest in a home insurance plan at the time of', 'Submitting their loan application to the loan provider', 'If the application is interested in a home insurance plan', 'The loan provider may send a home insurance quote', 'Otherwise the loan provider sends an acceptance pack to the applicant', 'The process then continues by', 'Verifying the repayment agreement']
244;A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of submitting their loan application to the loan provider. If the application is interested in a home insurance plan , the loan provider may send a home insurance quote. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>;244;['A loan application may be coupled with a home insurance', 'Which is offered at discounted prices', 'The applicant may express their interest in a home insurance plan at the time of', 'Submitting their loan application to the loan provider', 'If the application is interested in a home insurance plan', 'The loan provider may send a home insurance quote', 'Otherwise the loan provider sends an acceptance pack to the applicant', 'The process then continues by', 'Verifying the repayment agreement']
245;A loan application may be coupled with a home insurance which is offered at discounted prices. The applicant may express their interest in a home insurance plan at the time of submitting their loan application to the loan provider. If the application is interested in a home insurance plan , the loan provider may send a home insurance quote. otherwise, the loan provider sends an acceptance pack to the applicant. The process then continues by verifying the repayment agreement.;  <act> submit loan application </act> <path1><act> send home insurance quote </act></path1><path2><act> send acceptance pack </act></path2> <act> verify repayment agreement </act>;245;['A loan application may be coupled with a home insurance', 'Which is offered at discounted prices', 'The applicant may express their interest in a home insurance plan at the time of', 'Submitting their loan application to the loan provider', 'If the application is interested in a home insurance plan', 'The loan provider may send a home insurance quote', 'Otherwise the loan provider sends an acceptance pack to the applicant', 'The process then continues by', 'Verifying the repayment agreement']
246;Initially a loan application is received by the loan provider. Before proceeding with its assessment, the application itself needs to be checked for completeness. If the application is incomplete, the applicant must fill out the missing information . Subsequently the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> ;246;['Initially a loan application is received by the loan provider', 'Before  the application itself needs', 'Proceeding with its assessment', 'To be checked for completeness', 'If the application is incomplete', 'The applicant must fill out the missing information', 'Subsequently the process can continue']
247;Initially a loan application is received by the loan provider. Before proceeding with its assessment, the application itself needs to be checked for completeness. If the application is incomplete, the applicant must fill out the missing information . Subsequently the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> ;247;['Initially a loan application is received by the loan provider', 'Before  the application itself needs', 'Proceeding with its assessment', 'To be checked for completeness', 'If the application is incomplete', 'The applicant must fill out the missing information', 'Subsequently the process can continue']
248;First a loan application is received by the loan provider. Before proceeding with its assessment, the application itself needs to be checked for completeness. Whenever the application is incomplete, the applicant must fill out the missing information . Subsequently the process can continue.; <act> receive loan application </act> <act> check application for completeness </act> <path1><act> fill out missing information </act></path1> ;248;['First a loan application is received by the loan provider', 'Before  the application itself needs', 'Proceeding with its assessment', 'To be checked for completeness', 'Whenever the application is incomplete', 'The applicant must fill out the missing information', 'Subsequently the process can continue']
249;The order fulfillment process is carried out by an organization of the seller which includes two departments: the sales department and the warehouse & distribution department. The process starts when the purchase order received by warehouse & distribution is checked against the stock. This operation is carried out automatically by the erp system of warehouse & distribution. Note that the warehouse is located far from the headquarters. If the product is in stock, it is retrieved from the warehouse . If the product is not in stock, the ERP system within warehouse & distribution checks the raw materials availability by accessing the suppliers catalog. Once sales emit an invoice , sales wait for the payment. Next the product is shipped from within warehouse & distribution. The process completes with the archiving of the order in the sales department.;  <act> check purchase order against stock </act>   <path1><act> retrieve product from warehouse </act></path1><path2><act> check raw materials availability </act></path2> <act> emit invoice </act> <act> wait for payment </act> <act> ship product </act> <act> archive order </act>;249;['The order fulfillment process is carried out by an organization of the seller', 'Which includes two departments the sales department and the warehouse distribution department', 'The process starts', 'When the purchase order received by warehouse distribution is checked against the stock', 'This operation is carried out automatically by the erp system of warehouse distribution', 'Note', 'That the warehouse is located far from the headquarters', 'If the product is in stock', 'It is retrieved from the warehouse', 'If the product is not in stock', 'The erp system within warehouse distribution checks the raw materials availability by', 'Accessing the suppliers catalog', 'Once sales emit an invoice', 'Sales wait for the payment', 'Next the product is shipped from within warehouse distribution', 'The process completes with the archiving of the order in the sales department']
250;The order fulfillment process is carried out by an organization of the seller which includes two departments: the sales department and the warehouse & distribution department. First the purchase order received by warehouse & distribution is checked against the stock. This operation is carried out automatically by the erp system of warehouse & distribution. Note that the warehouse is located far from the headquarters. When sales confirms the order, sales emit an invoice . Before the product is shipped from within warehouse & distribution, sales wait for the payment. The process completes with the archiving of the order in the sales department.;  <act> check purchase order against stock </act>   <act> confirm order </act> <act> emit invoice </act> <act> ship product </act> <act> wait for payment </act> <act> archive order </act>;250;['The order fulfillment process is carried out by an organization of the seller', 'Which includes two departments the sales department and the warehouse distribution department', 'First the purchase order received by warehouse distribution is checked against the stock', 'This operation is carried out automatically by the erp system of warehouse distribution', 'Note', 'That the warehouse is located far from the headquarters', 'When sales confirms the order', 'Sales emit an invoice', 'Before the product is shipped from within warehouse distribution', 'Sales wait for the payment', 'The process completes with the archiving of the order in the sales department']
251;The order fulfillment process is carried out by an organization of the seller which includes two departments: the sales department and the warehouse & distribution department. First the purchase order received by warehouse & distribution is checked against the stock. This operation is carried out automatically by the erp system of warehouse & distribution. Note that the warehouse is located far from the headquarters. Before sales emit an invoice , sales confirms the order. Next, sales wait for the payment. Then the product is shipped from within warehouse & distribution. The process completes with the archiving of the order in the sales department.;  <act> check purchase order against stock </act>   <act> emit invoice </act> <act> confirm order </act> <act> wait for payment </act> <act> ship product </act> <act> archive order </act>;251;['The order fulfillment process is carried out by an organization of the seller', 'Which includes two departments the sales department and the warehouse distribution department', 'First the purchase order received by warehouse distribution is checked against the stock', 'This operation is carried out automatically by the erp system of warehouse distribution', 'Note', 'That the warehouse is located far from the headquarters', 'Before sales emit an invoice', 'Sales confirms the order', 'Next sales wait for the payment', 'Then the product is shipped from within warehouse distribution', 'The process completes with the archiving of the order in the sales department']
252;The process for assessing loan applications is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. Initially the financial officer takes care of checking the credit history of the applicant. Before the insurance sales representative sends the home insurance quote to the applicant if this is required, ithe property appraiser is responsible for appraising the property.;   <act> check credit history </act> <act> send home insurance quote </act> <act> appraise property </act>;252;['The process for  is executed by four roles within the loan provider a financial officer a property appraiser and an insurance sales representative', 'Assessing loan applications', 'All other activities are performed by the loan officer', 'Who is the main point of contact with the applicant', 'Initially the financial officer takes care of', 'Checking the credit history of the applicant', 'Before the insurance sales representative sends the home insurance quote to the applicant', 'If this is required', 'Ithe property appraiser is responsible for', 'Appraising the property']
253;The process for assessing loan applications is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. First the financial officer takes care of checking the credit history of the applicant. After ithe property appraiser is responsible for appraising the property, the insurance sales representative sends the home insurance quote to the applicant if this is required.;   <act> check credit history </act> <act> appraise property </act> <act> send home insurance quote </act>;253;['The process for  is executed by four roles within the loan provider a financial officer a property appraiser and an insurance sales representative', 'Assessing loan applications', 'All other activities are performed by the loan officer', 'Who is the main point of contact with the applicant', 'First the financial officer takes care of', 'Checking the credit history of the applicant', 'After ithe property appraiser is responsible for', 'Appraising the property', 'The insurance sales representative sends the home insurance quote to the applicant', 'If this is required']
254;The process for assessing loan applications is executed by four roles within the loan provider: a financial officer, a property appraiser and an insurance sales representative. All other activities are performed by the loan officer who is the main point of contact with the applicant. First the financial officer takes care of checking the credit history of the applicant. Ithe property appraiser is responsible for appraising the property. Subsequently the insurance sales representative sends the home insurance quote to the applicant if this is required.;   <act> check credit history </act> <act> appraise property </act> <act> send home insurance quote </act>;254;['The process for  is executed by four roles within the loan provider a financial officer a property appraiser and an insurance sales representative', 'Assessing loan applications', 'All other activities are performed by the loan officer', 'Who is the main point of contact with the applicant', 'First the financial officer takes care of', 'Checking the credit history of the applicant', 'Ithe property appraiser is responsible for', 'Appraising the property', 'Subsequently the insurance sales representative sends the home insurance quote to the applicant', 'If this is required']
255;The process for handling downpayments starts when a request for payment has been approved. It involves entering the downpayment request into the system. The request is paid automatically . When the direct invoice is emitted, the vendor line items are cleared. The clearing of the vendor line items can result in a debit or credit balance. In case of debit balance, the arrears are processed. otherwise , the remaining balance is paid. For example, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> emit direct invoice </act> <act> clear vendor line items </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> ;255;['The process for  starts', 'Handling downpayments', 'When a request for payment has been approved', 'It involves', 'Entering the downpayment request into the system', 'The request is paid automatically', 'When the direct invoice is emitted', 'The vendor line items are cleared', 'The clearing of the vendor line items can result in a debit or credit balance', 'In case of debit balance the arrears are processed', 'Otherwise the remaining balance is paid', 'For example during a holiday']
256;The process for handling downpayments starts when a request for payment has been approved. It involves entering the downpayment request into the system. After that, the request is paid automatically . After the direct invoice is emitted, the vendor line items are cleared. The clearing of the vendor line items can result in a debit or credit balance. In case of debit balance, the arrears are processed. otherwise , the remaining balance is paid. For instance, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> emit direct invoice </act> <act> clear vendor line items </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> ;256;['The process for  starts', 'Handling downpayments', 'When a request for payment has been approved', 'It involves', 'Entering the downpayment request into the system', 'After that the request is paid automatically', 'After the direct invoice is emitted', 'The vendor line items are cleared', 'The clearing of the vendor line items can result in a debit or credit balance', 'In case of debit balance the arrears are processed', 'Otherwise the remaining balance is paid', 'For instance during a holiday']
257;The process for handling downpayments starts when a request for payment has been approved. It involves entering the downpayment request into the system. After that, the request is paid automatically . Once the direct invoice is emitted, the vendor line items are cleared. The clearing of the vendor line items can result in a debit or credit balance. In case of debit balance, the arrears are processed. otherwise , the remaining balance is paid. For example, during a holiday.; <act> approve request for payment </act> <act> enter request into the system </act> <act> pay request </act> <act> emit direct invoice </act> <act> clear vendor line items </act>  <path1><act> process arrears </act></path1><path2><act> pay remaining balance </act></path2> ;257;['The process for  starts', 'Handling downpayments', 'When a request for payment has been approved', 'It involves', 'Entering the downpayment request into the system', 'After that the request is paid automatically', 'Once the direct invoice is emitted', 'The vendor line items are cleared', 'The clearing of the vendor line items can result in a debit or credit balance', 'In case of debit balance the arrears are processed', 'Otherwise the remaining balance is paid', 'For example during a holiday']
258;Initially a new credit request is received. The risk is assessed. Whenever the risk is above a threshold, an advanced risk assessment needs to be carried out. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, the customer is notified with the result of the assessment . Afterwards, the disbursement is organized. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> ;258;['Initially a new credit request is received', 'The risk is assessed', 'Whenever the risk is above a threshold', 'An advanced risk assessment needs', 'To be carried out', 'Otherwise a simple risk assessment is carried out', 'Once the assessment has been completed', 'The customer is notified with the result of the assessment', 'Afterwards the disbursement is organized', 'For simplicity assume', 'That the result of an assessment is always positive']
259;Initially a new credit request is received. The risk is assessed. If the risk is above a threshold, an advanced risk assessment needs to be carried out. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, the customer is notified with the result of the assessment . Then the disbursement is organized. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> ;259;['Initially a new credit request is received', 'The risk is assessed', 'If the risk is above a threshold', 'An advanced risk assessment needs', 'To be carried out', 'Otherwise a simple risk assessment is carried out', 'Once the assessment has been completed', 'The customer is notified with the result of the assessment', 'Then the disbursement is organized', 'For simplicity assume', 'That the result of an assessment is always positive']
260;First a new credit request is received. Then the risk is assessed. In case the risk is above a threshold, an advanced risk assessment needs to be carried out. otherwise, a simple risk assessment is carried out. Once the assessment has been completed, the customer is notified with the result of the assessment . Subsequently the disbursement is organized. For simplicity, assume that the result of an assessment is always positive.; <act> receive credit request </act> <act> assess risk </act> <path1><act> carry out advanced risk assessment </act></path1><path2><act> carry out simple risk assessment </act></path2> <act> notify customer </act> <act> organize disbursement </act> ;260;['First a new credit request is received', 'Then the risk is assessed', 'In case the risk is above a threshold', 'An advanced risk assessment needs', 'To be carried out', 'Otherwise a simple risk assessment is carried out', 'Once the assessment has been completed', 'The customer is notified with the result of the assessment', 'Subsequently the disbursement is organized', 'For simplicity assume', 'That the result of an assessment is always positive']
261;Initially a tenant is evicted because of damages to the premises.; <act> evict tenant </act>;261;['Initially a tenant is evicted because of damages to the premises']
262;First a tenant is evicted because of damages to the premises.; <act> evict tenant </act>;262;['First a tenant is evicted because of damages to the premises']
263;The process starts when a tenant is evicted because of damages to the premises.; <act> evict tenant </act>;263;['The process starts', 'When a tenant is evicted because of damages to the premises']
264;First a process needs to be started by the tribunal in order to hold a hearing . This is done to assess the amount of compensation the tenant owes the owner of the premises. This process starts when a cashier of the tribunal receives a request for compensation from the owner. Next, the cashier retrieves the file for those particular premises . The cashier checks that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date incurs fees to the owner. It may be that the owner has already paid the fees with the request, in which case the cashier allocates a hearing date and the process completes. It may be that additional fees are required, but the owner has already paid also those fees, in this case the cashier proceeds with allocating the hearing date.; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> allocate hearing date </act></path2>;264;['First a process needs', 'To be started by the tribunal', 'In order to hold a hearing', 'This is done', 'To assess the amount of compensation', 'The tenant owes the owner of the premises', 'This process starts', 'When a cashier of the tribunal receives a request for compensation from the owner', 'Next the cashier retrieves the file for those particular premises', 'That both  and compliant with the description of the premises on file', 'The cashier checks', 'The request is acceptable for filing', 'Setting a hearing date', 'Incurs fees to the owner', 'It may be', 'That the owner has already paid the fees with the request', 'In which case  and', 'The cashier allocates a hearing date', 'The process completes', 'It may be', 'That additional fees are required', 'But', 'The owner has already paid also those fees', 'In this case the cashier proceeds with', 'Allocating the hearing date']
265;Initially a process needs to be started by the tribunal in order to hold a hearing . This is done to assess the amount of compensation the tenant owes the owner of the premises. This process starts when a cashier of the tribunal receives a request for compensation from the owner. In the next step, the cashier retrieves the file for those particular premises . Thereafter the cashier checks that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date incurs fees to the owner. It may be that the owner has already paid the fees with the request, in which case the cashier allocates a hearing date and the process completes. It may be that additional fees are required, but the owner has already paid also those fees, In this case the cashier generates a receipt for the additional fees .; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> generate receipt </act></path2>;265;['Initially a process needs', 'To be started by the tribunal', 'In order to hold a hearing', 'This is done', 'To assess the amount of compensation', 'The tenant owes the owner of the premises', 'This process starts', 'When a cashier of the tribunal receives a request for compensation from the owner', 'In the next step the cashier retrieves the file for those particular premises', 'That both  and compliant with the description of the premises on file', 'Thereafter the cashier checks', 'The request is acceptable for filing', 'Setting a hearing date', 'Incurs fees to the owner', 'It may be', 'That the owner has already paid the fees with the request', 'In which case  and', 'The cashier allocates a hearing date', 'The process completes', 'Itmaybe', 'Thatadditionalfeesarerequired', 'But', 'The owner has already paid also those fees', 'In this case the cashier generates a receipt for the additional fees']
266;First a process needs to be started by the tribunal in order to hold a hearing . This is done to assess the amount of compensation the tenant owes the owner of the premises. This process starts when a cashier of the tribunal receives a request for compensation from the owner. Afterwards, the cashier retrieves the file for those particular premises . Subsequently the cashier checks that both the request is acceptable for filing, and compliant with the description of the premises on file. Setting a hearing date incurs fees to the owner. It may be that the owner has already paid the fees with the request, in which case the cashier allocates a hearing date and the process completes. It may be that additional fees are required, but the owner has already paid also those fees, In this case the cashier generates a receipt for the additional fees .; <act> hold hearing </act>  <act> receive request </act> <act> retrieve file </act> <act> check request </act>  <path1><act> allocate hearing date </act></path1><path2><act> generate receipt </act></path2>;266;['First a process needs', 'To be started by the tribunal', 'In order to hold a hearing', 'This is done', 'To assess the amount of compensation', 'The tenant owes the owner of the premises', 'This process starts', 'When a cashier of the tribunal receives a request for compensation from the owner', 'Afterwards the cashier retrieves the file for those particular premises', 'That both  and compliant with the description of the premises on file', 'Subsequently the cashier checks', 'The request is acceptable for filing', 'Setting a hearing date', 'Incurs fees to the owner', 'It may be', 'That the owner has already paid the fees with the request', 'In which case  and', 'The cashier allocates a hearing date', 'The process completes', 'Itmaybe', 'Thatadditionalfeesarerequired', 'But', 'The owner has already paid also those fees', 'In this case the cashier generates a receipt for the additional fees']
267;The motor claim handling process starts when a customer submits a claim with the relevant documentation. Then the notification department at the car insurer checks the documents upon completeness . Thereafter the notification department registers the claim. After that, the handling department picks up the claim . Later an assessment is performed. If the assessment is positive, the payment is scheduled . otherwise, the claim is rejected.; <act> submit claim </act> <act> check upon completeness </act> <act> register claim </act> <act> pick up claim </act> <act> perform assessment </act> <path1><act> schedule payment </act></path1><path2><act> reject claim </act></path2>;267;['The motor claim handling process starts', 'When a customer submits a claim with the relevant documentation', 'Then the notification department at the car insurer checks the documents upon completeness', 'Thereafter the notification department registers the claim', 'After that the handling department picks up the claim', 'Later an assessment is performed', 'If the assessment is positive', 'The payment is scheduled', 'Otherwise the claim is rejected']
268;The motor claim handling process starts when a customer submits a claim with the relevant documentation. When the notification department at the car insurer checks the documents upon completeness , the notification department registers the claim. When the handling department picks up the claim , an assessment is performed. If the assessment is positive, the payment is scheduled . otherwise, the claim is rejected.; <act> submit claim </act> <act> check upon completeness </act> <act> register claim </act> <act> pick up claim </act> <act> perform assessment </act> <path1><act> schedule payment </act></path1><path2><act> reject claim </act></path2>;268;['The motor claim handling process starts', 'When a customer submits a claim with the relevant documentation', 'When the notification department at the car insurer checks the documents upon completeness', 'The notification department registers the claim', 'When the handling department picks up the claim', 'An assessment is performed', 'If the assessment is positive', 'The payment is scheduled', 'Otherwise the claim is rejected']
269;The motor claim handling process starts when a customer submits a claim with the relevant documentation. Once the notification department at the car insurer checks the documents upon completeness , the notification department registers the claim. When the handling department picks up the claim , an assessment is performed. If the assessment is positive, the payment is scheduled . otherwise, the claim is rejected.; <act> submit claim </act> <act> check upon completeness </act> <act> register claim </act> <act> pick up claim </act> <act> perform assessment </act> <path1><act> schedule payment </act></path1><path2><act> reject claim </act></path2>;269;['The motor claim handling process starts', 'When a customer submits a claim with the relevant documentation', 'Once the notification department at the car insurer checks the documents upon completeness', 'The notification department registers the claim', 'When the handling department picks up the claim', 'An assessment is performed', 'If the assessment is positive', 'The payment is scheduled', 'Otherwise the claim is rejected']
270;Initially a claim is received. In the next step, a claims officer first checks if the claimant is insured. If not, an SAP system sends an automatic notification . otherwise, a senior claims officer evaluates the severity of the claim. Based on the outcome, the relevant forms are sent to the claimant, again using the sap system.; <act> receive claim </act> <act> check if claimant is insured </act> <path1><act> send notification </act></path1><path2><act> evaluate severity </act></path2> <act> send forms </act>;270;['Initially a claim is received', 'In the next step a claims officer first checks if the claimant is insured', 'If not an sap system sends an automatic notification', 'Otherwise a senior claims officer evaluates the severity of the claim', 'Based on the outcome the relevant forms are sent to the claimant', 'Again using the sap system']
271;First a claim is received. After that, a claims officer first checks if the claimant is insured. In case not, an SAP system sends an automatic notification . otherwise, a senior claims officer evaluates the severity of the claim. Based on the outcome, the relevant forms are sent to the claimant, again using the sap system.; <act> receive claim </act> <act> check if claimant is insured </act> <path1><act> send notification </act></path1><path2><act> evaluate severity </act></path2> <act> send forms </act>;271;['First a claim is received', 'After that a claims officer first checks if the claimant is insured', 'In case not an sap system sends an automatic notification', 'Otherwise a senior claims officer evaluates the severity of the claim', 'Based on the outcome the relevant forms are sent to the claimant', 'Again using the sap system']
272;First a claim is received. A claims officer first checks if the claimant is insured. If not, an SAP system sends an automatic notification . otherwise, a senior claims officer evaluates the severity of the claim. Based on the outcome, the relevant forms are sent to the claimant, again using the sap system.; <act> receive claim </act> <act> check if claimant is insured </act> <path1><act> send notification </act></path1><path2><act> evaluate severity </act></path2> <act> send forms </act>;272;['First a claim is received', 'A claims officer first checks if the claimant is insured', 'If not an sap system sends an automatic notification', 'Otherwise a senior claims officer evaluates the severity of the claim', 'Based on the outcome the relevant forms are sent to the claimant', 'Again using the sap system']
273;In a procurement process, a quote is to be obtained from all preferred suppliers. Before all quotes are evaluated, all quotes are received. In the next step, the best quote is selected. A corresponding purchase order is then placed.; <act> obtain quotes </act> <act> evaluate quotes </act> <act> receive quotes </act> <act> select best quote </act> <act> place purchase order </act>;273;['In a procurement process a quote is', 'To be obtained from all preferred suppliers', 'Before all quotes are evaluated', 'All quotes are received', 'In the next step the best quote is selected', 'A corresponding purchase order is then placed']
274;In a procurement process, a quote is to be obtained from all preferred suppliers. Next all quotes are received. All quotes are evaluated. Then the best quote is selected. A corresponding purchase order is then placed.; <act> obtain quotes </act> <act> receive quotes </act> <act> evaluate quotes </act> <act> select best quote </act> <act> place purchase order </act>;274;['In a procurement process a quote is', 'To be obtained from all preferred suppliers', 'Next all quotes are received', 'All quotes are evaluated', 'Then the best quote is selected', 'A corresponding purchase order is then placed']
275;In a procurement process, a quote is to be obtained from all preferred suppliers. All quotes are received. All quotes are evaluated. After that, the best quote is selected. A corresponding purchase order is then placed.; <act> obtain quotes </act> <act> receive quotes </act> <act> evaluate quotes </act> <act> select best quote </act> <act> place purchase order </act>;275;['In a procurement process a quote is', 'To be obtained from all preferred suppliers', 'All quotes are received', 'All quotes are evaluated', 'After that the best quote is selected', 'A corresponding purchase order is then placed']
276;After a car accident, a statement is sought from two witnesses out of the five that were present, in order to lodge the insurance claim. Before the claim can be lodged with the insurance company without waiting for the other statements, the first two statements are received.; <act> seek statement </act> <act> lodge claim </act> <act> receive statements </act>;276;['After a car accident a statement is sought from two witnesses out of the five', 'That were present', 'In order to lodge the insurance claim', 'Before the claim can be lodged with the insurance company without', 'Waiting for the other statements', 'The first two statements are received']
277;After a car accident, a statement is sought from two witnesses out of the five that were present, in order to lodge the insurance claim. Before the claim can be lodged with the insurance company without waiting for the other statements, the first two statements are received.; <act> seek statement </act> <act> lodge claim </act> <act> receive statements </act>;277;['After a car accident a statement is sought from two witnesses out of the five', 'That were present', 'In order to lodge the insurance claim', 'Before the claim can be lodged with the insurance company without', 'Waiting for the other statements', 'The first two statements are received']
278;After a car accident, a statement is sought from two witnesses out of the five that were present, in order to lodge the insurance claim. Then the first two statements are received. In the next step, the claim can be lodged with the insurance company without waiting for the other statements.; <act> seek statement </act> <act> receive statements </act> <act> lodge claim </act>;278;['After a car accident a statement is sought from two witnesses out of the five', 'That were present', 'In order to lodge the insurance claim', 'Then the first two statements are received', 'In the next step the claim can be lodged with the insurance company without', 'Waiting for the other statements']
279;A typical army recruitment process starts by shortlisting all applications of the candidates. Next, those people are then called to sit the following tests: drug and alcohol, eye, color vision, hearing, blood, urine, weight, fingerprinting and doctor examination. The color vision can only be done after the eye test, while the doctor examination can only be done after color vision, hearing, blood, urine and weight have been tested. Moreover, it may be required for some candidates to repeat some of these tests multiple times in order to get a correct assessment. For example the blood test may need to be repeated . In case the candidate has taken too much sugar in the previous 24 hours, the blood test must be performed a second time. Before the candidates are interviewed, the candidates that pass all tests are asked to sit a mental exam and a physical exam. If the candidate passes these two exams and performs well in the interview , the candidate can be recruited in the army.; <act> shortlist applications </act> <act> call people </act>    <path1><act> perform blood test </act></path1> <act> interview candidates </act> <act> sit mental and physical exam </act> <path1><act> recruit candidate </act></path1>;279;['A typical army recruitment process starts by', 'Shortlisting all applications of the candidates', 'Next those people are then called', 'To sit the following tests drug and alcohol eye color vision hearing blood urine weight fingerprinting and doctor examination', 'The color vision can only be done after the eye test', 'While the doctor examination can only be done', 'After color vision hearing blood urine and weight have been tested', 'Moreover it may be required', 'For some candidates to repeat some of these tests multiple times', 'In order to get a correct assessment', 'For example the blood test may need', 'To be repeated', 'In case the candidate has taken too much sugar in the previous 24 hours', 'The blood test must be performed a second time', 'Before the candidates are interviewed', 'The candidates  are asked', 'That pass all tests', 'To sit a mental exam and a physical exam', 'If the candidate passes these two exams and performs well in the interview', 'The candidate can be recruited in the army']
